theme,kind,vendor_slug,vendor_name,domain,plan_name,monthly_usd,annual_discount_pct,billing_model,setup_fee_usd,minutes_included,calls_included,overage_per_min,overage_per_call,hipaa,baa,soc2,gdpr,free_tier,free_trial_days,key_features,best_for,integrations,source_url,accessed_at,corroboration_url
bi-analytics,catalog,thoughtspot,ThoughtSpot,thoughtspot.com,Essentials,25,,per_seat,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; Azure Synapse; PostgreSQL; Teradata; SAP HANA,https://www.thoughtspot.com/pricing,2026-06-14,https://www.thoughtspot.com/pricing/
bi-analytics,catalog,thoughtspot,ThoughtSpot,thoughtspot.com,Pro,50,,per_seat,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; Azure Synapse; PostgreSQL; Teradata; SAP HANA,https://www.thoughtspot.com/pricing,2026-06-14,https://www.thoughtspot.com/pricing/
bi-analytics,catalog,thoughtspot,ThoughtSpot,thoughtspot.com,Enterprise,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; Azure Synapse; PostgreSQL; Teradata; SAP HANA,https://www.thoughtspot.com/pricing,2026-06-14,
bi-analytics,catalog,thoughtspot,ThoughtSpot,thoughtspot.com,Developer (Embedded),0,,flat,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; Azure Synapse; PostgreSQL; Teradata; SAP HANA,https://www.thoughtspot.com/pricing,2026-06-14,
bi-analytics,catalog,qlik-sense,Qlik Sense (Qlik Cloud Analytics),qlik.com,Qlik Sense Business,30,,per_seat,,,,,,,,,,,,,,Snowflake; Amazon Redshift; BigQuery; SAP; Salesforce; Microsoft SQL Server; Oracle; PostgreSQL; Databricks,https://www.getapp.com/business-intelligence-analytics-software/a/qlik-sense/pricing/,2026-06-14,
bi-analytics,catalog,qlik-sense,Qlik Sense (Qlik Cloud Analytics),qlik.com,Qlik Sense Enterprise SaaS,,,custom,,,,,,,,,,,,,,Snowflake; Amazon Redshift; BigQuery; SAP; Salesforce; Microsoft SQL Server; Oracle; PostgreSQL; Databricks,https://www.getapp.com/business-intelligence-analytics-software/a/qlik-sense/pricing/,2026-06-14,
bi-analytics,catalog,gooddata,GoodData,gooddata.com,Professional,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; PostgreSQL; Databricks; Microsoft SQL Server,https://www.gooddata.ai/pricing/,2026-06-14,
bi-analytics,catalog,gooddata,GoodData,gooddata.com,Enterprise,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; PostgreSQL; Databricks; Microsoft SQL Server,https://www.gooddata.ai/pricing/,2026-06-14,
billing-subscription-management,catalog,chargebee,Chargebee,chargebee.com,Billing Starter,0,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; Zoho CRM; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; Xero; Avalara; Mailchimp; Klaviyo; Zendesk; Intercom; Freshdesk; Slack; Zapier; BigCommerce; Google Analytics,https://www.chargebee.com/pricing/,2026-06-14,https://www.softwareadvice.com/subscription-management/chargebee-profile/
billing-subscription-management,catalog,chargebee,Chargebee,chargebee.com,Billing Performance,599,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; Zoho CRM; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; Xero; Avalara; Mailchimp; Klaviyo; Zendesk; Intercom; Freshdesk; Slack; Zapier; BigCommerce; Google Analytics,https://www.chargebee.com/pricing/,2026-06-14,https://www.softwareadvice.com/subscription-management/chargebee-profile/
billing-subscription-management,catalog,chargebee,Chargebee,chargebee.com,Billing Enterprise,,,custom,,,,,,,,,,,,,,Salesforce; HubSpot; Zoho CRM; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; Xero; Avalara; Mailchimp; Klaviyo; Zendesk; Intercom; Freshdesk; Slack; Zapier; BigCommerce; Google Analytics,https://www.chargebee.com/pricing/,2026-06-14,
billing-subscription-management,catalog,recurly,Recurly,recurly.com,Starter,249,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; Avalara; TaxJar; Braintree; Stripe; PayPal; Adyen; Zuora; Mailchimp; Slack; Zapier,https://recurly.com/pricing/,2026-06-14,
billing-subscription-management,catalog,recurly,Recurly,recurly.com,All-Access,,,custom,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; Avalara; TaxJar; Braintree; Stripe; PayPal; Adyen; Zuora; Mailchimp; Slack; Zapier,https://recurly.com/pricing/,2026-06-14,
billing-subscription-management,catalog,recurly,Recurly,recurly.com,Engage,1600,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; Avalara; TaxJar; Braintree; Stripe; PayPal; Adyen; Zuora; Mailchimp; Slack; Zapier,https://recurly.com/pricing/,2026-06-14,
billing-subscription-management,catalog,recurly,Recurly,recurly.com,RevRec,850,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; Avalara; TaxJar; Braintree; Stripe; PayPal; Adyen; Zuora; Mailchimp; Slack; Zapier,https://recurly.com/pricing/,2026-06-14,
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Pay as you go,0,,custom,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,https://stripe.com/en-gb/billing/pricing
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Monthly subscription — Tier 1,,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,https://stripe.com/en-au/billing/pricing
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Monthly subscription — Tier 2,,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Monthly subscription — Tier 3,,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Monthly subscription — Tier 4,,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,
billing-subscription-management,catalog,stripe-billing,Stripe Billing,stripe.com,Enterprise,,,custom,,,,,,,,,,,,,,Salesforce; HubSpot; NetSuite; QuickBooks; Xero; Avalara; Slack; Zapier; Intercom; Segment,https://stripe.com/billing/pricing,2026-06-14,
billing-subscription-management,catalog,paddle,Paddle,paddle.com,Pay as you go,0,,flat,,,,,,,,,,,,,,Stripe; Braintree; PayPal; Zapier; Slack; HubSpot; Google Analytics; Segment; Baremetrics,https://www.paddle.com/pricing,2026-06-14,
billing-subscription-management,catalog,paddle,Paddle,paddle.com,Custom,,,custom,,,,,,,,,,,,,,Stripe; Braintree; PayPal; Zapier; Slack; HubSpot; Google Analytics; Segment; Baremetrics,https://www.paddle.com/pricing,2026-06-14,
billing-subscription-management,catalog,maxio,Maxio,maxio.com,Build,0,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; QuickBooks Desktop; Xero; Avalara; Anrok; Stripe; PayPal; GoCardless; Braintree; Adyen; Authorize.Net; Mailchimp; Slack; Zapier; Zendesk; Segment,https://www.maxio.com/pricing,2026-06-14,
billing-subscription-management,catalog,maxio,Maxio,maxio.com,Grow,,,flat,,,,,,,,,,,,,,Salesforce; HubSpot; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; QuickBooks Desktop; Xero; Avalara; Anrok; Stripe; PayPal; GoCardless; Braintree; Adyen; Authorize.Net; Mailchimp; Slack; Zapier; Zendesk; Segment,https://www.maxio.com/pricing,2026-06-14,https://www.getapp.com/finance-management-software/a/maxio/pricing/
billing-subscription-management,catalog,maxio,Maxio,maxio.com,Scale,,,custom,,,,,,,,,,,,,,Salesforce; HubSpot; Pipedrive; NetSuite; Sage Intacct; QuickBooks Online; QuickBooks Desktop; Xero; Avalara; Anrok; Stripe; PayPal; GoCardless; Braintree; Adyen; Authorize.Net; Mailchimp; Slack; Zapier; Zendesk; Segment,https://www.maxio.com/pricing,2026-06-14,
billing-subscription-management,catalog,zuora,Zuora,zuora.com,Zuora Billing,,,custom,,,,,,,,,,,,,,Salesforce; NetSuite; SAP; Microsoft Dynamics; Workday; Avalara; Vertex; Stripe; Braintree; Adyen; Chase Paymentech; Zuora Revenue; Zuora CPQ,https://zuora.com/pricing,2026-06-14,
billing-subscription-management,catalog,billsby,Billsby,billsby.com,Free,0,,flat,,,,,,,,,,,,,,QuickBooks; FreeAgent; TaxJar; Zapier; Stripe; PayPal,https://www.billsby.com/pricing,2026-06-14,
billing-subscription-management,catalog,billsby,Billsby,billsby.com,Core,45,,flat,,,,,,,,,,,,,,QuickBooks; FreeAgent; TaxJar; Zapier; Stripe; PayPal,https://www.billsby.com/pricing,2026-06-14,
billing-subscription-management,catalog,billsby,Billsby,billsby.com,Pro,135,,flat,,,,,,,,,,,,,,QuickBooks; FreeAgent; TaxJar; Zapier; Stripe; PayPal,https://www.billsby.com/pricing,2026-06-14,
billing-subscription-management,catalog,billsby,Billsby,billsby.com,Custom,,,custom,,,,,,,,,,,,,,QuickBooks; FreeAgent; TaxJar; Zapier; Stripe; PayPal,https://www.billsby.com/pricing,2026-06-14,
billing-subscription-management,catalog,zoho-billing,Zoho Billing,zoho.com,Standard,50,22,flat,,,,,,,,,,,,,,Zoho CRM; Zoho Books; Zoho Analytics; Stripe; PayPal; Authorize.Net; Braintree; GoCardless; Square; Avalara; TaxJar; Slack; Zapier; Twilio; Google Workspace,https://www.zoho.com/us/subscriptions/pricing.html,2026-06-14,
billing-subscription-management,catalog,zoho-billing,Zoho Billing,zoho.com,Premium,100,21,flat,,,,,,,,,,,,,,Zoho CRM; Zoho Books; Zoho Analytics; Stripe; PayPal; Authorize.Net; Braintree; GoCardless; Square; Avalara; TaxJar; Slack; Zapier; Twilio; Google Workspace,https://www.zoho.com/us/subscriptions/pricing.html,2026-06-14,
billing-subscription-management,catalog,zoho-billing,Zoho Billing,zoho.com,Enterprise,,,custom,,,,,,,,,,,,,,Zoho CRM; Zoho Books; Zoho Analytics; Stripe; PayPal; Authorize.Net; Braintree; GoCardless; Square; Avalara; TaxJar; Slack; Zapier; Twilio; Google Workspace,https://www.zoho.com/us/subscriptions/pricing.html,2026-06-14,
budgeting-apps,catalog,ynab,YNAB,ynab.com,Monthly,14.99,,flat,,,,,,,,,,,,,,Direct Import (bank sync); Apple Card Import; YNAB API,https://www.ynab.com/pricing,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,ynab,YNAB,ynab.com,Annual,9.08,39,flat,,,,,,,,,,,,,,Direct Import (bank sync); Apple Card Import; YNAB API,https://www.ynab.com/pricing,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,monarch-money,Monarch Money,monarch.com,Core (Monthly),14.99,,flat,,,,,,,,,,,,,,Bank sync (Plaid); Investment accounts; Crypto accounts,https://www.nerdwallet.com/article/finance/best-budget-apps,2026-06-14,https://wellkeptwallet.com/monarch-money-review/
budgeting-apps,catalog,monarch-money,Monarch Money,monarch.com,Core (Annual),8.33,44,flat,,,,,,,,,,,,,,Bank sync (Plaid); Investment accounts; Crypto accounts,https://www.nerdwallet.com/article/finance/best-budget-apps,2026-06-14,https://wellkeptwallet.com/monarch-money-review/
budgeting-apps,catalog,monarch-money,Monarch Money,monarch.com,Plus (Annual),16.58,,flat,,,,,,,,,,,,,,Bank sync (Plaid); Investment accounts; Crypto accounts,https://www.monarch.com/blog/monarch-plus,2026-06-14,https://www.thepennyhoarder.com/budgeting/monarch-money-review/
budgeting-apps,catalog,copilot-money,Copilot Money,copilot.money,Copilot (Annual),7.92,,flat,,,,,,,,,,,,,,Charles Schwab; Coinbase; Wealthfront; Vanguard; Zillow (real estate),https://copilot.money/pricing,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,pocketguard,PocketGuard,pocketguard.com,Plus (Monthly),12.99,,flat,,,,,,,,,,,,,,"18,000+ financial institutions; Billshark (bill negotiation)",https://pocketguard.com/pricing/,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,pocketguard,PocketGuard,pocketguard.com,Plus (Annual),6.25,52,flat,,,,,,,,,,,,,,"18,000+ financial institutions; Billshark (bill negotiation)",https://pocketguard.com/pricing/,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,rocket-money,Rocket Money,rocketmoney.com,Free,0,,flat,,,,,,,,,,,,,,Bank account sync; Investment account tracking,https://rocketmoney.com/,2026-06-14,
budgeting-apps,catalog,rocket-money,Rocket Money,rocketmoney.com,Premium,7,,flat,,,,,,,,,,,,,,Bank account sync; Investment account tracking,https://www.rocketmoney.com/learn/personal-finance/how-much-does-rocket-money-cost,2026-06-14,https://www.cnbc.com/select/rocket-money-review/
budgeting-apps,catalog,quicken-simplifi,Quicken Simplifi,quicken.com,Simplifi (Annual),5.99,,flat,,,,,,,,,,,,,,Bank sync; Investment accounts; Credit cards; Loans,https://www.quicken.com/products/pricing-comparison/,2026-06-14,https://www.quicken.com/products/simplifi/
budgeting-apps,catalog,goodbudget,Goodbudget,goodbudget.com,Free,0,,flat,,,,,,,,,,,,,,US bank sync (Plus plan only),https://goodbudget.com/signup,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,goodbudget,Goodbudget,goodbudget.com,Plus (Monthly),10,,flat,,,,,,,,,,,,,,US bank sync (Plus plan only),https://goodbudget.com/signup,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,goodbudget,Goodbudget,goodbudget.com,Plus (Annual),6.67,33,flat,,,,,,,,,,,,,,US bank sync (Plus plan only),https://goodbudget.com/signup,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,everydollar,EveryDollar,ramseysolutions.com,Free,0,,flat,,,,,,,,,,,,,,Bank sync (Premium only); Ramsey+ ecosystem,https://www.ramseysolutions.com/money/everydollar,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,everydollar,EveryDollar,ramseysolutions.com,Premium (Monthly),17.99,,flat,,,,,,,,,,,,,,Bank sync (Premium only); Ramsey+ ecosystem,https://www.ramseysolutions.com/money/everydollar,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
budgeting-apps,catalog,everydollar,EveryDollar,ramseysolutions.com,Premium (Annual),6.67,63,flat,,,,,,,,,,,,,,Bank sync (Premium only); Ramsey+ ecosystem,https://www.ramseysolutions.com/money/everydollar,2026-06-14,https://www.nerdwallet.com/article/finance/best-budget-apps
business-bank-accounts,catalog,mercury,Mercury,mercury.com,Mercury,0,,flat,,,,,,,,,,,,,,QuickBooks; Xero; NetSuite; Stripe; LegalZoom,https://mercury.com/pricing,2026-06-14,
business-bank-accounts,catalog,mercury,Mercury,mercury.com,Mercury Plus,29.9,15,flat,,,,,,,,,,,,,,QuickBooks; Xero; NetSuite; Stripe; LegalZoom,https://mercury.com/pricing,2026-06-14,
business-bank-accounts,catalog,mercury,Mercury,mercury.com,Mercury Pro,299,15,flat,,,,,,,,,,,,,,QuickBooks; Xero; NetSuite; Stripe; LegalZoom,https://mercury.com/pricing,2026-06-14,
business-bank-accounts,catalog,novo,Novo,novo.co,Novo Business Checking,0,,flat,,,,,,,,,,,,,,Stripe; QuickBooks; Square; Etsy; Amazon,https://novo.co/business-checking,2026-06-14,https://www.airwallex.com/us/blog/novo-business-banking-review
business-bank-accounts,catalog,bluevine,Bluevine,bluevine.com,Standard,0,,flat,,,,,,,,,,,,,,QuickBooks; Xero,https://www.bluevine.com/business-checking/plans-and-pricing,2026-06-14,https://www.airwallex.com/us/blog/bluevine-business-checking-review
business-bank-accounts,catalog,bluevine,Bluevine,bluevine.com,Plus,30,,flat,,,,,,,,,,,,,,QuickBooks; Xero,https://www.bluevine.com/business-checking/plans-and-pricing,2026-06-14,https://www.airwallex.com/us/blog/bluevine-business-checking-review
business-bank-accounts,catalog,bluevine,Bluevine,bluevine.com,Premier,95,,flat,,,,,,,,,,,,,,QuickBooks; Xero,https://www.bluevine.com/business-checking/plans-and-pricing,2026-06-14,https://www.airwallex.com/us/blog/bluevine-business-checking-review
business-bank-accounts,catalog,relay,Relay,relayfi.com,Starter,0,,flat,,,,,,,,,,,,,,QuickBooks Online; Xero; Gusto; Plaid; Yodlee; Collective,https://relayfi.com/pricing,2026-06-14,
business-bank-accounts,catalog,relay,Relay,relayfi.com,Grow,30,,flat,,,,,,,,,,,,,,QuickBooks Online; Xero; Gusto; Plaid; Yodlee; Collective,https://relayfi.com/pricing,2026-06-14,
business-bank-accounts,catalog,relay,Relay,relayfi.com,Scale,120,,flat,,,,,,,,,,,,,,QuickBooks Online; Xero; Gusto; Plaid; Yodlee; Collective,https://relayfi.com/pricing,2026-06-14,
business-bank-accounts,catalog,found,Found,found.com,Found,0,,flat,,,,,,,,,,,,,,QuickBooks,https://www.found.com/pricing,2026-06-14,
business-bank-accounts,catalog,found,Found,found.com,Found Plus,26.25,25,flat,,,,,,,,,,,,,,QuickBooks,https://www.found.com/pricing,2026-06-14,
business-bank-accounts,catalog,found,Found,found.com,Found Pro,60,25,flat,,,,,,,,,,,,,,QuickBooks,https://www.found.com/pricing,2026-06-14,
business-bank-accounts,catalog,lili,Lili,lili.co,Lili Core,0,,flat,,,,,,,,,,,,,,,https://lili.co/plans,2026-06-14,https://financebuzz.com/lili-bank-account-review
business-bank-accounts,catalog,lili,Lili,lili.co,Lili Pro,15,,flat,,,,,,,,,,,,,,,https://lili.co/plans,2026-06-14,https://financebuzz.com/lili-bank-account-review
business-bank-accounts,catalog,lili,Lili,lili.co,Lili Smart,35,,flat,,,,,,,,,,,,,,,https://lili.co/plans,2026-06-14,https://financebuzz.com/lili-bank-account-review
business-bank-accounts,catalog,lili,Lili,lili.co,Lili Premium,55,,flat,,,,,,,,,,,,,,,https://lili.co/plans,2026-06-14,https://financebuzz.com/lili-bank-account-review
business-bank-accounts,catalog,brex,Brex,brex.com,Essentials,0,,per_seat,,,,,,,,,,,,,,QuickBooks Online; QuickBooks Desktop; Xero; NetSuite; Sage Intacct; Oracle Fusion; Workday Financials; Dynamics 365 Business Central; Slack; Rippling; Navan; Gusto,https://www.brex.com/pricing,2026-06-14,
business-bank-accounts,catalog,brex,Brex,brex.com,Premium,12,,per_seat,,,,,,,,,,,,,,QuickBooks Online; QuickBooks Desktop; Xero; NetSuite; Sage Intacct; Oracle Fusion; Workday Financials; Dynamics 365 Business Central; Slack; Rippling; Navan; Gusto,https://www.brex.com/pricing,2026-06-14,
business-bank-accounts,catalog,brex,Brex,brex.com,Enterprise,,,custom,,,,,,,,,,,,,,QuickBooks Online; QuickBooks Desktop; Xero; NetSuite; Sage Intacct; Oracle Fusion; Workday Financials; Dynamics 365 Business Central; Slack; Rippling; Navan; Gusto,https://www.brex.com/pricing,2026-06-14,
business-bank-accounts,catalog,rho,Rho,rho.co,Rho Business Banking,0,,flat,,,,,,,,,,,,,,QuickBooks; Xero; NetSuite; Sage Intacct; Campfire; Puzzle; BambooHR; Workday; Gusto; Navan; SAP Concur; Emburse,https://rho.co/pricing,2026-06-14,https://rho.co/integrations
business-texting,section,simpletexting,SimpleTexting,simpletexting.com,500 Credits,39,20,hybrid,,,500,,,true,,,,,,,,HubSpot; Salesforce; Mailchimp; Zapier; Slack; Google Sheets; Klaviyo; Shopify; Constant Contact; API,https://simpletexting.com/pricing/,2026-06-12,https://costbench.com/software/sms-marketing/simpletexting/
business-texting,section,simpletexting,SimpleTexting,simpletexting.com,"1,000 Credits",59,20,hybrid,,,1000,,,true,,,,,,,,HubSpot; Salesforce; Mailchimp; Zapier; Slack; Google Sheets; Klaviyo; Shopify; Constant Contact; API,https://simpletexting.com/pricing/,2026-06-12,
business-texting,section,simpletexting,SimpleTexting,simpletexting.com,"2,000 Credits",89,20,hybrid,,,2000,,,true,,,,,,,,HubSpot; Salesforce; Mailchimp; Zapier; Slack; Google Sheets; Klaviyo; Shopify; Constant Contact; API,https://simpletexting.com/pricing/,2026-06-12,
business-texting,section,simpletexting,SimpleTexting,simpletexting.com,"3,000 Credits",119,20,hybrid,,,3000,,,true,,,,,,,,HubSpot; Salesforce; Mailchimp; Zapier; Slack; Google Sheets; Klaviyo; Shopify; Constant Contact; API,https://simpletexting.com/pricing/,2026-06-12,https://costbench.com/software/sms-marketing/simpletexting/
business-texting,section,eztexting,EZ Texting,eztexting.com,Launch,25,20,hybrid,,,500,,,,,,,,,,,HubSpot; Salesforce; Mailchimp; Zapier; Shopify; Constant Contact; Google Sheets; Slack; API,https://www.eztexting.com/pricing,2026-06-12,https://www.business.com/reviews/ez-texting/
